Ref,Date received,Councillor,Service area,Directorate
12267344,13/06/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
12270545,13/06/2022,"Seymour, Melvin",Leisure Parks and Open Spaces,Place
12276981,14/06/2022,"Amaning, Esther",Environmental Services,Place
12283609,14/06/2022,"Ball, Chris",Environmental Services,Place
12284208,14/06/2022,"Curtois, Andrew",Housing Services,Place
12273576,14/06/2022,"French, Louie",Planning and Regulation,Place
12279777,14/06/2022,"French, Louie",Environmental Services,Place
12280276,14/06/2022,"Gill, Baljeet",Environmental Services,Place
12280908,14/06/2022,"Leaf, David",Exchequer Services,Finance
12284410,14/06/2022,"Leaf, David",Exchequer Services,Finance
12274276,14/06/2022,"Oppong-Asare, Abena",Housing Services,Place
12278278,14/06/2022,"Oppong-Asare, Abena",Exchequer Services,Finance
12279476,14/06/2022,"Perfect, Wendy",Leisure Parks and Open Spaces,Place
12276777,14/06/2022,"Taylor, Nicola","Highways, Traffic and Infrastructure",Place
12282609,15/06/2022,"Ball, Chris",Planning and Regulation,Place
12290572,15/06/2022,"Borella, Stefano",Complex Care,Adult Social Care & Health
12300402,15/06/2022,"French, Louie",Exchequer Services,Finance
12282508,15/06/2022,"Jackson, Howard",Housing Services,Place
12280708,15/06/2022,"Leaf, David",Exchequer Services,Finance
12280808,15/06/2022,"Leaf, David",Exchequer Services,Finance
12283408,15/06/2022,"Leaf, David","Highways, Traffic and Infrastructure",Place
12284708,15/06/2022,"Leaf, David",Exchequer Services,Finance
12280912,15/06/2022,"Leaf, David",Environmental Services,Place
12299700,15/06/2022,"Munur, Cafer",Environmental Services,Place
12282909,15/06/2022,"Sandhu, Rags",Environmental Services,Place
12291472,16/06/2022,"Catterall, Christine","Highways, Traffic and Infrastructure",Place
12302200,16/06/2022,"French, Louie",Planning and Regulation,Place
12288272,16/06/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
12301600,16/06/2022,"Holding, Angela",Environmental Services,Place
12301900,16/06/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12305800,16/06/2022,"Holding, Angela",Exchequer Services,Finance
12306100,16/06/2022,"Holding, Angela",Environmental Services,Place
12306400,16/06/2022,"Leaf, David",Exchequer Services,Finance
12306500,16/06/2022,"Leaf, David",Exchequer Services,Finance
12302100,16/06/2022,"Leaf, David",Environmental Services,Place
12306800,16/06/2022,"Leaf, David",Corporate Finance,Finance
12293936,16/06/2022,"Perfect, Wendy",Integrated Rehabilitation,Adult Social Care & Health
12313532,16/06/2022,"Perfect, Wendy",Complex Care,Adult Social Care & Health
12299100,17/06/2022,"Ball, Chris",Leisure Parks and Open Spaces,Place
12302000,17/06/2022,"Evennett, David",Housing Services,Place
12294436,17/06/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
12303000,17/06/2022,"Moore, Lisa-Jane",Libraries and Communities,Place
12294536,17/06/2022,"Oppong-Asare, Abena",Housing Services,Place
12303800,17/06/2022,"Reader, Peter","Highways, Traffic and Infrastructure",Place
12319332,19/06/2022,"Perfect, Wendy",Housing Services,Place
12298601,20/06/2022,"Ball, Chris",Housing Services,Place
12313132,20/06/2022,"Bishop, Brian",Housing Services,Place
12324998,20/06/2022,"Borella, Stefano",Strategic Planning,Place
12300400,20/06/2022,"Ferguson, Larry","Highways, Traffic and Infrastructure",Place
12300901,20/06/2022,"French, Louie",Safeguarding Adults,Adult Social Care & Health
12305301,20/06/2022,"French, Louie",Planning and Regulation,Place
12308000,20/06/2022,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
12318732,20/06/2022,"Hall, Steven","Strategic Education Partnership, Improvement & Inclusion",Educational Achievement & Inclusion
12301500,20/06/2022,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
12303600,20/06/2022,"Newton, Caroline",Planning and Regulation,Place
12304100,20/06/2022,"Oppong-Asare, Abena",Libraries and Communities,Place
12305000,20/06/2022,"Oppong-Asare, Abena",Housing Services,Place
12303300,20/06/2022,"Perfect, Wendy",Housing Services,Place
12308101,20/06/2022,"Sandhu, Rags",Parking Enforcement (Bexley and Bromley),Place
12307500,20/06/2022,"Taylor, Nicola","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
12303302,20/06/2022,"Ward-Wilson, Janice","Highways, Traffic and Infrastructure",Place
12302700,20/06/2022,"Ward-Wilson, Janice",Planning and Regulation,Place
12314032,21/06/2022,"Bishop, Brian","Highways, Traffic and Infrastructure",Place
12324596,21/06/2022,"Ferguson, Larry",Housing Services,Place
12318332,21/06/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
12322196,21/06/2022,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
12319632,21/06/2022,"Hunt, James","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
12311132,21/06/2022,"Leaf, David",Integrated Services for Older People,Adult Social Care & Health
12312732,21/06/2022,"Leaf, David",Leisure Parks and Open Spaces,Place
12311732,21/06/2022,"Leaf, David","Highways, Traffic and Infrastructure",Place
12313232,21/06/2022,"Leaf, David","Property, Assets and Facilities Management",Finance
12318032,21/06/2022,"Leaf, David",Corporate Finance,Finance
12319032,21/06/2022,"Leaf, David",Libraries and Communities,Place
12321896,21/06/2022,"Lucia-Hennis, Geraldene",Environmental Services,Place
12325196,22/06/2022,"Evennett, David",Housing Services,Place
12327096,22/06/2022,"Ferguson, Larry",Environmental Services,Place
12324296,22/06/2022,"Ferguson, Larry",Environmental Services,Place
12324897,22/06/2022,"French, Louie",Complex Care,Adult Social Care & Health
12321696,22/06/2022,"Hunt, James",Environmental Services,Place
12321497,22/06/2022,"Munur, Cafer",Leisure Parks and Open Spaces,Place
12323596,22/06/2022,"Perfect, Wendy",Environmental Services,Place
12334760,23/06/2022,"Bishop, Brian",Housing Services,Place
12329460,23/06/2022,"Di Netimah, Felix",Leisure Parks and Open Spaces,Place
12330960,23/06/2022,"French, Louie",Leisure Parks and Open Spaces,Place
12332660,23/06/2022,"Hall, Steven",Environmental Services,Place
12347988,23/06/2022,"Leaf, David",Exchequer Services,Finance
12330661,23/06/2022,"Oppong-Asare, Abena",Housing Services,Place
12348691,23/06/2022,"Taylor, Nicola",Planning and Regulation,Place
12350989,24/06/2022,"Di Netimah, Felix",Environmental Services,Place
12350888,24/06/2022,"Evennett, David","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
12345788,24/06/2022,"French, Louie",Environmental Services,Place
12353188,24/06/2022,"French, Louie",Libraries and Communities,Place
12342692,24/06/2022,"French, Louie",Environmental Services,Place
12342492,24/06/2022,"Gower MBE, Sue",Leisure Parks and Open Spaces,Place
12347288,24/06/2022,"Hall, Steven",Environmental Services,Place
12350993,24/06/2022,"Holding, Angela",Exchequer Services,Finance
12351689,24/06/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12369016,24/06/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12347488,24/06/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12345989,24/06/2022,"Leaf, David",Exchequer Services,Finance
12341992,24/06/2022,"Leaf, David",Public Health,Adult Social Care & Health
12341995,24/06/2022,"Oppong-Asare, Abena",Housing Services,Place
12350588,24/06/2022,"Reader, Peter",Libraries and Communities,Place
12343990,26/06/2022,"Moore, Lisa-Jane",Leisure Parks and Open Spaces,Place
12355252,27/06/2022,"Amaning, Esther",Environmental Services,Place
12356552,27/06/2022,"Borella, Stefano",Environmental Services,Place
12347588,27/06/2022,"French, Louie",Planning and Regulation,Place
12354252,27/06/2022,"French, Louie",Housing Services,Place
12356152,27/06/2022,"French, Louie",Exchequer Services,Finance
12357052,27/06/2022,"French, Louie",Housing Services,Place
12352688,27/06/2022,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
12358252,27/06/2022,"Hinkley, Sally","Property, Assets and Facilities Management",Finance
12347188,27/06/2022,"Hinkley, Sally",Environmental Services,Place
12348689,27/06/2022,"Hinkley, Sally",Parking Enforcement (Bexley and Bromley),Place
12345288,27/06/2022,"Holding, Angela",Environmental Services,Place
12346188,27/06/2022,"Holding, Angela",Parking Enforcement (Bexley and Bromley),Place
12354752,27/06/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12362952,27/06/2022,"Holding, Angela",Environmental Services,Place
12365816,27/06/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12382080,27/06/2022,"Holding, Angela",Environmental Services,Place
12352288,27/06/2022,"Hunt, James","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
12356153,27/06/2022,"Hunt, James",Environmental Services,Place
12353088,27/06/2022,"Leaf, David",Exchequer Services,Finance
12352988,27/06/2022,"Moore, Lisa-Jane",Planning and Regulation,Place
12356852,27/06/2022,"Munur, Cafer",Housing Services,Place
12357552,27/06/2022,"Oppong-Asare, Abena",Housing Services,Place
12351988,27/06/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
12344688,27/06/2022,"Seymour, Melvin","Highways, Traffic and Infrastructure",Place
12357852,27/06/2022,"Taylor, Nicola","Highways, Traffic and Infrastructure",Place
12363152,27/06/2022,"Taylor, Nicola",Strategic Planning,Place
12349888,27/06/2022,"Ward-Wilson, Janice","Highways, Traffic and Infrastructure",Place
12365616,28/06/2022,"Campbell, Duncan",Housing Services,Place
12365917,28/06/2022,"Day, Anna","Highways, Traffic and Infrastructure",Place
12369617,28/06/2022,"Ferguson, Larry",Environmental Services,Place
12376748,28/06/2022,"Ferguson, Larry",Environmental Services,Place
12358852,28/06/2022,"Hall, Steven",Environmental Services,Place
12354552,28/06/2022,"Holding, Angela",Planning and Regulation,Place
12363154,28/06/2022,"Holding, Angela",Environmental Services,Place
12363155,28/06/2022,"Jackson, Howard",Environmental Services,Place
12362552,28/06/2022,"Leaf, David",Exchequer Services,Finance
12362752,28/06/2022,"Leaf, David",Exchequer Services,Finance
12369017,28/06/2022,"Leaf, David","Highways, Traffic and Infrastructure",Place
12375748,28/06/2022,"Leaf, David",Planning and Regulation,Place
12381880,28/06/2022,"Leaf, David",0-25 SEND,Educational Achievement & Inclusion
12366516,29/06/2022,"Amaning, Esther",Planning and Regulation,Place
12369716,29/06/2022,"Borella, Stefano",Environmental Services,Place
12365517,29/06/2022,"Campbell, Duncan",Leisure Parks and Open Spaces,Place
12371749,29/06/2022,"Evennett, David","Highways, Traffic and Infrastructure",Place
12367817,29/06/2022,"French, Louie",Leisure Parks and Open Spaces,Place
12365916,29/06/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
12365516,29/06/2022,"Gower MBE, Sue",Housing Services,Place
12370016,29/06/2022,"Leaf, David",0-25 SEND,Educational Achievement & Inclusion
12375550,29/06/2022,"Leaf, David",Libraries and Communities,Place
12367617,29/06/2022,"Moore, Lisa-Jane","Highways, Traffic and Infrastructure",Place
12366517,29/06/2022,"Oppong-Asare, Abena",Housing Services,Place
12365417,29/06/2022,"Sandhu, Rags",0-25 SEND,Educational Achievement & Inclusion
12371550,30/06/2022,"Amaning, Esther",Environmental Services,Place
12371548,30/06/2022,"French, Louie",Complex Care,Adult Social Care & Health
12383976,30/06/2022,"Holding, Angela",Environmental Services,Place
12375949,30/06/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12375448,30/06/2022,"Hunt, James",Environmental Services,Place
12372049,30/06/2022,"Leaf, David",Exchequer Services,Finance
12374748,30/06/2022,"Read, Philip",Leisure Parks and Open Spaces,Place
12375048,30/06/2022,"Ward-Wilson, Janice",Planning and Regulation,Place
12381284,01/07/2022,"Evennett, David",Environmental Services,Place
12381580,01/07/2022,"Evennett, David",Parking Enforcement (Bexley and Bromley),Place
12385876,01/07/2022,"French, Louie",Environmental Services,Place
12382185,01/07/2022,"Hinkley, Sally",Environmental Services,Place
12385177,01/07/2022,"Holding, Angela",Environmental Services,Place
12381282,01/07/2022,"Holding, Angela",Leisure Parks and Open Spaces,Place
12382480,01/07/2022,"Oppong-Asare, Abena",Exchequer Services,Finance
12391908,01/07/2022,"Taylor, Nicola",Environmental Services,Place
12382182,01/07/2022,"Taylor, Nicola",Environmental Services,Place
12388376,04/07/2022,"Ball, Chris",Leisure Parks and Open Spaces,Place
12393408,04/07/2022,"Betts, Nigel","Highways, Traffic and Infrastructure",Place
12388676,04/07/2022,"Bishop, Brian",Planning and Regulation,Place
12390277,04/07/2022,"Borella, Stefano",Planning and Regulation,Place
12395110,04/07/2022,"Day, Anna",Leisure Parks and Open Spaces,Place
12388677,04/07/2022,"Evennett, David",Environmental Services,Place
12393708,04/07/2022,"Evennett, David",Housing Services,Place
12387076,04/07/2022,"Ferguson, Larry",Housing Services,Place
12384876,04/07/2022,"French, Louie",0-25 SEND,Educational Achievement & Inclusion
12394708,04/07/2022,"French, Louie",Environmental Services,Place
12390376,04/07/2022,"Leaf, David",Exchequer Services,Finance
12392808,04/07/2022,"Leaf, David",Leisure Parks and Open Spaces,Place
12394408,04/07/2022,"Leaf, David",Exchequer Services,Finance
12396908,04/07/2022,"O'Neill OBE, Teresa",Housing Services,Place
12388877,04/07/2022,"Oppong-Asare, Abena",Housing Services,Place
12386276,04/07/2022,"Sandhu, Rags",Environmental Services,Place
12392810,04/07/2022,"Sandhu, Rags",Environmental Services,Place
12394108,04/07/2022,"Seymour, Melvin",Environmental Services,Place
12392608,05/07/2022,"Curtois, Andrew",Environmental Services,Place
12397009,05/07/2022,"Curtois, Andrew",Planning and Regulation,Place
12393009,05/07/2022,"Jackson, Howard",Environmental Services,Place
12394309,05/07/2022,"Munur, Cafer",Environmental Services,Place
12401440,05/07/2022,"Taylor, Nicola",Exchequer Services,Finance
12398740,06/07/2022,"French, Louie",Strategic Planning,Place
12399140,06/07/2022,"French, Louie",Leisure Parks and Open Spaces,Place
12419268,06/07/2022,"Hall, Steven",Environmental Services,Place
12399840,06/07/2022,"Holding, Angela",Environmental Services,Place
12399740,06/07/2022,"Leaf, David",Exchequer Services,Finance
12418636,06/07/2022,"Leaf, David",Exchequer Services,Finance
12434464,06/07/2022,"Leaf, David","Highways, Traffic and Infrastructure",Place
12398240,06/07/2022,"O'Hare, Nick",Environmental Services,Place
12416136,07/07/2022,"Adams, Patrick ",Environmental Services,Place
12414336,07/07/2022,"Ball, Chris",Leisure Parks and Open Spaces,Place
12421968,07/07/2022,"Borella, Stefano","Corporate HR, Organisational Learning and Development",Corporate Services
12419969,07/07/2022,"Curtois, Andrew",Housing Services,Place
12420368,07/07/2022,"Hall, Steven","Highways, Traffic and Infrastructure",Place
12420668,07/07/2022,"Leaf, David",Environmental Services,Place
12429234,07/07/2022,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
12415136,07/07/2022,"Oppong-Asare, Abena",Housing Services,Place
12421468,07/07/2022,"Sandhu, Rags",Environmental Services,Place
12415636,07/07/2022,"Slaughter, June",Planning and Regulation,Place
12424068,07/07/2022,"Taylor, Nicola",Leisure Parks and Open Spaces,Place
12423168,08/07/2022,"Borella, Stefano",Leisure Parks and Open Spaces,Place
12414936,08/07/2022,"Borella, Stefano",Leisure Parks and Open Spaces,Place
12424369,08/07/2022,"Brooks, Frazer",Leisure Parks and Open Spaces,Place
12423269,08/07/2022,"Curtois, Andrew",Planning and Regulation,Place
12428832,08/07/2022,"Curtois, Andrew",Corporate Finance,Finance
12423268,08/07/2022,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
12428532,08/07/2022,"French, Louie",Environmental Services,Place
12424268,08/07/2022,"Hall, Steven",Libraries and Communities,Place
12423568,08/07/2022,"Hall, Steven",Environmental Services,Place
12415036,08/07/2022,"Leaf, David",Exchequer Services,Finance
12419568,08/07/2022,"Ogundayo, Mabel",Complex Care,Adult Social Care & Health
12419269,08/07/2022,"Sandhu, Rags","Highways, Traffic and Infrastructure",Place
12418136,08/07/2022,"Taylor, Nicola",Environmental Services,Place
12420569,11/07/2022,"Borella, Stefano",Safeguarding Adults,Adult Social Care & Health
12429432,11/07/2022,"Borella, Stefano","Property, Assets and Facilities Management",Finance
12412536,11/07/2022,"Brooks, Frazer",Environmental Services,Place
12413836,11/07/2022,"Christoforides, Kurtis",Housing Services,Place
12426168,11/07/2022,"Christoforides, Kurtis",Environmental Services,Place
